"","date","Reference","Gear","Description","cpue_gper100m2","long_name","bay_segment","Longitude","Latitude"
"18641",2014-05-07,"TBM2014050504",300,"Starfish",0.00674581759309228,"Middle Tampa Bay","MTB",-82.577983,27.707866
"18642",2014-05-07,"TBM2014050505",300,"Gracilaria spp.",0.321229409194871,"Middle Tampa Bay","MTB",-82.5279,27.698066
"18643",2014-05-07,"TBM2014050505",300,"Grasses: Mixed",0.192737645516922,"Middle Tampa Bay","MTB",-82.5279,27.698066
"18644",2014-05-07,"TBM2014050505",300,"Sand Dollars",0.0642458818389741,"Middle Tampa Bay","MTB",-82.5279,27.698066
"18645",2014-05-07,"TBM2014050505",300,"Starfish",0.0642458818389741,"Middle Tampa Bay","MTB",-82.5279,27.698066
"18646",2014-05-07,"TBM2014050506",20,"Grasses: Mixed",1,"Middle Tampa Bay","MTB",-82.509816,27.698633
"18647",2014-05-07,"TBM2014050506",20,"Algae: Mixed",0.428571428571429,"Middle Tampa Bay","MTB",-82.509816,27.698633
"18648",2014-05-07,"TBM2014050506",20,"None",NA,"Middle Tampa Bay","MTB",-82.509816,27.698633
"18649",2014-05-07,"TBM2014050507",160,"Algae: Mixed",0.0728155339805825,"Middle Tampa Bay","MTB",-82.5072,27.706916
"18650",2014-05-07,"TBM2014050507",160,"None",NA,"Middle Tampa Bay","MTB",-82.5072,27.706916
"18651",2014-05-07,"TBM2014050508",20,"None",0,"Middle Tampa Bay","MTB",-82.509316,27.712483
"18652",2014-05-06,"TBM2014050601",20,"Grasses: Mixed",0.0714285714285714,"Middle Tampa Bay","MTB",-82.639316,27.702583
"18653",2014-05-06,"TBM2014050602",20,"None",0,"Middle Tampa Bay","MTB",-82.618733,27.712966
"18654",2014-05-15,"TBM2014050801",300,"Sticks and branches",0.107933081489477,"Middle Tampa Bay","MTB",-82.5776,27.78395
"18655",2014-05-15,"TBM2014050801",300,"Grasses: Mixed",0.0269832703723691,"Middle Tampa Bay","MTB",-82.5776,27.78395
"18656",2014-05-15,"TBM2014050802",300,"Algae: Mixed",2.69832703723691,"Middle Tampa Bay","MTB",-82.6203,27.848933
"18657",2014-05-15,"TBM2014050802",300,"Sponges",0.299814115248546,"Middle Tampa Bay","MTB",-82.6203,27.848933
"18658",2014-05-15,"TBM2014050802",300,"None",NA,"Middle Tampa Bay","MTB",-82.6203,27.848933
"18659",2014-05-15,"TBM2014050803",300,"Algae: Mixed",1.34916351861846,"Middle Tampa Bay","MTB",-82.599383,27.824483
"18660",2014-05-15,"TBM2014050803",300,"None",NA,"Middle Tampa Bay","MTB",-82.599383,27.824483
"18661",2014-05-15,"TBM2014050804",160,"Grasses: Mixed",0.0339805825242719,"Middle Tampa Bay","MTB",-82.601066,27.831833
"18662",2014-05-15,"TBM2014050804",160,"Algae: Mixed",0.0145631067961165,"Middle Tampa Bay","MTB",-82.601066,27.831833
"18663",2014-05-12,"TBM2014051203",20,"Algae: Mixed",0.357142857142857,"Middle Tampa Bay","MTB",-82.477383,27.82115
"18664",2014-05-12,"TBM2014051203",20,"None",NA,"Middle Tampa Bay","MTB",-82.477383,27.82115
"18665",2014-06-05,"TBM2014060601",20,"Algae: Mixed",0.857142857142857,"Middle Tampa Bay","MTB",-82.5169,27.6826
"18666",2014-06-05,"TBM2014060601",20,"Grasses: Mixed",0.285714285714286,"Middle Tampa Bay","MTB",-82.5169,27.6826
"18667",2014-06-05,"TBM2014060601",20,"Leaf Litter",0.285714285714286,"Middle Tampa Bay","MTB",-82.5169,27.6826
"18668",2014-06-05,"TBM2014060602",20,"Ctenophores",0.0714285714285714,"Middle Tampa Bay","MTB",-82.51785,27.677283
"18669",2014-06-05,"TBM2014060603",20,"Algae: Mixed",1.28571428571429,"Middle Tampa Bay","MTB",-82.490966,27.7144
"18670",2014-06-05,"TBM2014060603",20,"Grasses: Mixed",0.142857142857143,"Middle Tampa Bay","MTB",-82.490966,27.7144
"18671",2014-06-05,"TBM2014060604",20,"Grasses: Mixed",0.357142857142857,"Middle Tampa Bay","MTB",-82.545583,27.667266
"18672",2014-06-05,"TBM2014060604",20,"Algae: Mixed",0.357142857142857,"Middle Tampa Bay","MTB",-82.545583,27.667266
"18673",2014-06-11,"TBM2014060705",300,"Starfish",0.188882892606584,"Middle Tampa Bay","MTB",-82.512333,27.809233
"18674",2014-06-11,"TBM2014060705",300,"Sponges",0.0809498111171074,"Middle Tampa Bay","MTB",-82.512333,27.809233
"18675",2014-06-11,"TBM2014060706",300,"Starfish",0.0252968159740961,"Middle Tampa Bay","MTB",-82.556316,27.80285
"18676",2014-06-12,"TBM2014060906",300,"Algae: Mixed",0.256983527355897,"Middle Tampa Bay","MTB",-82.408516,27.7922
"18677",2014-06-12,"TBM2014060907",20,"None",0,"Middle Tampa Bay","MTB",-82.407016,27.790083
"18678",2014-06-10,"TBM2014061001",20,"Grasses: Mixed",0.571428571428572,"Middle Tampa Bay","MTB",-82.638366,27.74095
"18679",2014-06-10,"TBM2014061001",20,"Sticks and branches",0.0714285714285714,"Middle Tampa Bay","MTB",-82.638366,27.74095
"18680",2014-06-10,"TBM2014061001",20,"Man-made objects other than crab traps",0.0714285714285714,"Middle Tampa Bay","MTB",-82.638366,27.74095
"18681",2014-06-16,"TBM2014061101",20,"None",0,"Middle Tampa Bay","MTB",-82.623783,27.848683
"18682",2014-06-16,"TBM2014061101",20,"None",NA,"Middle Tampa Bay","MTB",-82.623783,27.848683
"18683",2014-06-16,"TBM2014061102",160,"Ulva spp.",2.4247572815534,"Middle Tampa Bay","MTB",-82.618833,27.8466
"18684",2014-06-16,"TBM2014061102",160,"Grasses: Mixed",0.269417475728155,"Middle Tampa Bay","MTB",-82.618833,27.8466
"18685",2014-06-16,"TBM2014061102",160,"None",NA,"Middle Tampa Bay","MTB",-82.618833,27.8466
"18686",2014-06-16,"TBM2014061103",160,"Algae: Mixed",7.93689320388349,"Middle Tampa Bay","MTB",-82.603283,27.832833
"18687",2014-06-16,"TBM2014061103",160,"None",NA,"Middle Tampa Bay","MTB",-82.603283,27.832833
"18688",2014-06-12,"TBM2014061501",300,"Sand Dollars",0.00994120487403074,"Middle Tampa Bay","MTB",-82.59005,27.7394
"18689",2014-06-12,"TBM2014061501",300,"Worm Tubes",0.0042605163745846,"Middle Tampa Bay","MTB",-82.59005,27.7394
"18690",2014-06-12,"TBM2014061502",300,"None",0,"Middle Tampa Bay","MTB",-82.5887,27.754616
"18691",2014-07-07,"TBM2014070407",300,"None",0,"Middle Tampa Bay","MTB",-82.580483,27.72255
"18692",2014-07-07,"TBM2014070408",300,"Algae: Mixed",0.963688227584612,"Middle Tampa Bay","MTB",-82.625066,27.71065
"18693",2014-07-07,"TBM2014070408",300,"Sponges",0.481844113792306,"Middle Tampa Bay","MTB",-82.625066,27.71065
"18694",2014-07-07,"TBM2014070408",300,"Grasses: Mixed",0.160614704597435,"Middle Tampa Bay","MTB",-82.625066,27.71065
"18695",2014-07-21,"TBM2014070701",160,"Mangrove seeds/propogules",0.00485436893203884,"Middle Tampa Bay","MTB",-82.610183,27.84345
"18696",2014-07-21,"TBM2014070701",160,"Leaf Litter",0.00364077669902913,"Middle Tampa Bay","MTB",-82.610183,27.84345
"18697",2014-07-21,"TBM2014070701",160,"Sponges",0.00364077669902913,"Middle Tampa Bay","MTB",-82.610183,27.84345
"18698",2014-07-21,"TBM2014070702",20,"Ctenophores",0.0857142857142857,"Middle Tampa Bay","MTB",-82.609016,27.8511
"18699",2014-07-21,"TBM2014070702",20,"Oysters",0.0857142857142857,"Middle Tampa Bay","MTB",-82.609016,27.8511
"18700",2014-07-21,"TBM2014070702",20,"Mangrove seeds/propogules",0.0428571428571429,"Middle Tampa Bay","MTB",-82.609016,27.8511
"18701",2014-07-21,"TBM2014070703",20,"Acanthophora spp.",0.35,"Middle Tampa Bay","MTB",-82.620933,27.79035
"18702",2014-07-21,"TBM2014070703",20,"Grasses: Mixed",0.15,"Middle Tampa Bay","MTB",-82.620933,27.79035
"18703",2014-07-03,"TBM2014070806",20,"None",0,"Middle Tampa Bay","MTB",-82.646033,27.697566
"18704",2014-07-03,"TBM2014070806",20,"None",NA,"Middle Tampa Bay","MTB",-82.646033,27.697566
"18705",2014-07-03,"TBM2014070807",20,"Syringodium spp.",0.142857142857143,"Middle Tampa Bay","MTB",-82.625066,27.741266
"18706",2014-07-03,"TBM2014070807",20,"None",NA,"Middle Tampa Bay","MTB",-82.625066,27.741266
"18707",2014-07-22,"TBM2014070901",160,"Algae: Mixed",0.0364077669902913,"Middle Tampa Bay","MTB",-82.514216,27.6716
"18708",2014-07-22,"TBM2014070901",160,"Grasses: Mixed",0.0364077669902913,"Middle Tampa Bay","MTB",-82.514216,27.6716
"18709",2014-07-22,"TBM2014070902",20,"Mud",28.5714285714286,"Middle Tampa Bay","MTB",-82.515733,27.670033
"18710",2014-07-22,"TBM2014070902",20,"Detritus",7.14285714285714,"Middle Tampa Bay","MTB",-82.515733,27.670033
"18711",2014-07-22,"TBM2014070902",20,"None",NA,"Middle Tampa Bay","MTB",-82.515733,27.670033
"18712",2014-07-22,"TBM2014070903",160,"Grasses: Mixed",0.0485436893203883,"Middle Tampa Bay","MTB",-82.542266,27.664966
"18713",2014-07-22,"TBM2014070903",160,"None",NA,"Middle Tampa Bay","MTB",-82.542266,27.664966
"18714",2014-07-22,"TBM2014070905",160,"Acanthophora spp.",1.51456310679612,"Middle Tampa Bay","MTB",-82.464516,27.746666
"18715",2014-07-22,"TBM2014070905",160,"Caulerpa spp.",0.757281553398058,"Middle Tampa Bay","MTB",-82.464516,27.746666
"18716",2014-07-22,"TBM2014070905",160,"Syringodium spp.",0.252427184466019,"Middle Tampa Bay","MTB",-82.464516,27.746666
"18717",2014-07-22,"TBM2014070906",20,"Acanthophora spp.",1.71428571428571,"Middle Tampa Bay","MTB",-82.4785,27.710316
"18718",2014-07-22,"TBM2014070906",20,"Halodule spp.",0.214285714285714,"Middle Tampa Bay","MTB",-82.4785,27.710316
"18719",2014-07-22,"TBM2014070906",20,"Leaf Litter",0.214285714285714,"Middle Tampa Bay","MTB",-82.4785,27.710316
"18720",2014-07-22,"TBM2014070907",20,"None",0,"Middle Tampa Bay","MTB",-82.523483,27.689033
"18721",2014-07-22,"TBM2014070907",20,"None",NA,"Middle Tampa Bay","MTB",-82.523483,27.689033
"18722",2014-07-23,"TBM2014071001",300,"Sponges",0.0101187263896384,"Middle Tampa Bay","MTB",-82.518266,27.739366
"18723",2014-07-23,"TBM2014071001",300,"Gastropods",0.0101187263896384,"Middle Tampa Bay","MTB",-82.518266,27.739366
"18724",2014-07-23,"TBM2014071002",300,"Algae: Mixed",0.0355043031215383,"Middle Tampa Bay","MTB",-82.454816,27.787133
"18725",2014-07-23,"TBM2014071002",300,"Ctenophores",0.0355043031215383,"Middle Tampa Bay","MTB",-82.454816,27.787133
"18726",2014-07-25,"TBM2014071504",300,"Starfish",0.202374527792769,"Middle Tampa Bay","MTB",-82.552833,27.6662
"18727",2014-07-25,"TBM2014071504",300,"Sand Dollars",0.134916351861846,"Middle Tampa Bay","MTB",-82.552833,27.6662
"18728",2014-08-07,"TBM2014080601",160,"None",0,"Middle Tampa Bay","MTB",-82.641433,27.703066
"18729",2014-08-07,"TBM2014080601",160,"None",NA,"Middle Tampa Bay","MTB",-82.641433,27.703066
"18730",2014-08-07,"TBM2014080602",20,"Grasses: Mixed",0.357142857142857,"Middle Tampa Bay","MTB",-82.631783,27.71525
"18731",2014-08-07,"TBM2014080602",20,"None",NA,"Middle Tampa Bay","MTB",-82.631783,27.71525
"18732",2014-08-07,"TBM2014080603",20,"None",0,"Middle Tampa Bay","MTB",-82.62845,27.756766
"18733",2014-08-07,"TBM2014080603",20,"None",NA,"Middle Tampa Bay","MTB",-82.62845,27.756766
"18734",2014-08-07,"TBM2014080604",20,"Sand",14.2857142857143,"Middle Tampa Bay","MTB",-82.61805,27.71455
"18735",2014-08-18,"TBM2014080801",20,"Mud",0.0714285714285714,"Middle Tampa Bay","MTB",-82.461433,27.7466
"18736",2014-08-18,"TBM2014080801",20,"Halodule spp.",0.0428571428571429,"Middle Tampa Bay","MTB",-82.461433,27.7466
"18737",2014-08-18,"TBM2014080801",20,"Leaf Litter",0.0285714285714286,"Middle Tampa Bay","MTB",-82.461433,27.7466
"18738",2014-08-18,"TBM2014080802",20,"Mud",0.214285714285714,"Middle Tampa Bay","MTB",-82.4689,27.748366
"18739",2014-08-18,"TBM2014080802",20,"Worm Tubes",0.142857142857143,"Middle Tampa Bay","MTB",-82.4689,27.748366
"18740",2014-08-18,"TBM2014080803",300,"Algae: Mixed",0.0355043031215383,"Middle Tampa Bay","MTB",-82.4759,27.71825
"18741",2014-08-18,"TBM2014080803",300,"Leaf Litter",0.021302581872923,"Middle Tampa Bay","MTB",-82.4759,27.71825
"18742",2014-08-18,"TBM2014080803",300,"Mangrove seeds/propogules",0.0142017212486153,"Middle Tampa Bay","MTB",-82.4759,27.71825
"18743",2014-08-18,"TBM2014080804",20,"Algae: Mixed",0.357142857142857,"Middle Tampa Bay","MTB",-82.458416,27.712883
"18744",2014-08-18,"TBM2014080804",20,"Oysters",0.357142857142857,"Middle Tampa Bay","MTB",-82.458416,27.712883
"18745",2014-08-18,"TBM2014080805",20,"None",0,"Middle Tampa Bay","MTB",-82.476166,27.709733
"18746",2014-08-18,"TBM2014080805",20,"None",NA,"Middle Tampa Bay","MTB",-82.476166,27.709733
"18747",2014-08-18,"TBM2014080806",300,"Tunicates",0.0809498111171074,"Middle Tampa Bay","MTB",-82.495816,27.780833
"18748",2014-08-18,"TBM2014080806",300,"Starfish",0.0607123583378305,"Middle Tampa Bay","MTB",-82.495816,27.780833
"18749",2014-08-18,"TBM2014080806",300,"Shell",0.0404749055585537,"Middle Tampa Bay","MTB",-82.495816,27.780833
"18750",2014-08-18,"TBM2014080806",300,"Bivalves: non-commercial bivalves",0.0202374527792768,"Middle Tampa Bay","MTB",-82.495816,27.780833
"18751",2014-08-18,"TBM2014080807",300,"Tunicates",0.0887607578038458,"Middle Tampa Bay","MTB",-82.44515,27.7941
"18752",2014-08-18,"TBM2014080807",300,"Mixed Invertebrates",0.0355043031215383,"Middle Tampa Bay","MTB",-82.44515,27.7941
"18753",2014-08-18,"TBM2014080807",300,"Starfish",0.0355043031215383,"Middle Tampa Bay","MTB",-82.44515,27.7941
"18754",2014-08-18,"TBM2014080807",300,"Squid",0.0177521515607692,"Middle Tampa Bay","MTB",-82.44515,27.7941
"18755",2014-08-18,"TBM2014080901",160,"Mangrove seeds/propogules",0.00364077669902913,"Middle Tampa Bay","MTB",-82.617166,27.81915
"18756",2014-08-18,"TBM2014080901",160,"Leaf Litter",0.00364077669902913,"Middle Tampa Bay","MTB",-82.617166,27.81915
"18757",2014-08-18,"TBM2014080902",20,"None",0,"Middle Tampa Bay","MTB",-82.62075,27.841
"18758",2014-08-18,"TBM2014080902",20,"None",NA,"Middle Tampa Bay","MTB",-82.62075,27.841
"18759",2014-08-18,"TBM2014080907",300,"Mixed Invertebrates",0.0607123583378305,"Middle Tampa Bay","MTB",-82.55725,27.752733
"18760",2014-08-18,"TBM2014080907",300,"Corals: Gorgonian",0.00674581759309228,"Middle Tampa Bay","MTB",-82.55725,27.752733
"18761",2014-08-18,"TBM2014080908",300,"Sea Urchins",0.0568068849944613,"Middle Tampa Bay","MTB",-82.57295,27.756416
"18762",2014-08-18,"TBM2014080908",300,"Algae: Mixed",0.0142017212486153,"Middle Tampa Bay","MTB",-82.57295,27.756416
"18763",2014-08-18,"TBM2014080909",300,"Algae: Mixed",0.0674581759309228,"Middle Tampa Bay","MTB",-82.58715,27.756216
"18764",2014-08-18,"TBM2014080909",300,"Mixed Invertebrates",0.0674581759309228,"Middle Tampa Bay","MTB",-82.58715,27.756216
"18765",2014-08-19,"TBM2014081304",160,"Grasses: Mixed",0.0242718446601942,"Middle Tampa Bay","MTB",-82.501783,27.704416
"18766",2014-08-19,"TBM2014081304",160,"None",NA,"Middle Tampa Bay","MTB",-82.501783,27.704416
"18767",2014-08-19,"TBM2014081305",20,"Algae: Mixed",0.571428571428572,"Middle Tampa Bay","MTB",-82.4856,27.817316
"18768",2014-08-19,"TBM2014081305",20,"Grasses: Mixed",0.142857142857143,"Middle Tampa Bay","MTB",-82.4856,27.817316
"18769",2014-08-19,"TBM2014081306",160,"Algae: Mixed",0.169902912621359,"Middle Tampa Bay","MTB",-82.48555,27.821533
"18770",2014-08-19,"TBM2014081306",160,"Mud",0.0485436893203883,"Middle Tampa Bay","MTB",-82.48555,27.821533
"18771",2014-08-19,"TBM2014081306",160,"Grasses: Mixed",0.0242718446601942,"Middle Tampa Bay","MTB",-82.48555,27.821533
"18772",2014-08-19,"TBM2014081307",20,"Algae: Mixed",0.1,"Middle Tampa Bay","MTB",-82.475566,27.8208
"18773",2014-08-19,"TBM2014081307",20,"Grasses: Mixed",0.0428571428571429,"Middle Tampa Bay","MTB",-82.475566,27.8208
"18774",2014-09-08,"TBM2014090105",300,"None",0,"Middle Tampa Bay","MTB",-82.58955,27.697933
"18775",2014-09-08,"TBM2014090105",300,"None",NA,"Middle Tampa Bay","MTB",-82.58955,27.697933
"18776",2014-09-02,"TBM2014090301",160,"Halodule spp.",0.00728155339805825,"Middle Tampa Bay","MTB",-82.499766,27.70575
"18777",2014-09-02,"TBM2014090301",160,"Algae: Mixed",0.00728155339805825,"Middle Tampa Bay","MTB",-82.499766,27.70575
"18778",2014-09-02,"TBM2014090301",160,"Mangrove seeds/propogules",0.00485436893203884,"Middle Tampa Bay","MTB",-82.499766,27.70575
"18779",2014-09-02,"TBM2014090301",160,"Leaf Litter",0.00485436893203884,"Middle Tampa Bay","MTB",-82.499766,27.70575
"18780",2014-09-10,"TBM2014090604",300,"Starfish",0.085210327491692,"Middle Tampa Bay","MTB",-82.514766,27.80365
"18781",2014-09-10,"TBM2014090604",300,"Grasses: Mixed",0.042605163745846,"Middle Tampa Bay","MTB",-82.514766,27.80365
"18782",2014-09-10,"TBM2014090604",300,"Tunicates",0.0142017212486153,"Middle Tampa Bay","MTB",-82.514766,27.80365
"18783",2014-09-10,"TBM2014090605",300,"Ctenophores",1.49907057624273,"Middle Tampa Bay","MTB",-82.499616,27.722883
"18784",2014-09-10,"TBM2014090605",300,"None",NA,"Middle Tampa Bay","MTB",-82.499616,27.722883
"18785",2014-09-10,"TBM2014090606",20,"Mangrove seeds/propogules",0.428571428571429,"Middle Tampa Bay","MTB",-82.464783,27.713366
"18786",2014-09-10,"TBM2014090606",20,"Leaf Litter",0.142857142857143,"Middle Tampa Bay","MTB",-82.464783,27.713366
"18787",2014-09-10,"TBM2014090606",20,"Acanthophora spp.",0.142857142857143,"Middle Tampa Bay","MTB",-82.464783,27.713366
"18788",2014-09-10,"TBM2014090607",20,"Grasses: Mixed",0.128571428571429,"Middle Tampa Bay","MTB",-82.43415,27.766083
"18789",2014-09-10,"TBM2014090607",20,"Leaf Litter",0.0142857142857143,"Middle Tampa Bay","MTB",-82.43415,27.766083
"18790",2014-09-15,"TBM2014091007",160,"Grasses: Mixed",0.485436893203883,"Middle Tampa Bay","MTB",-82.639616,27.737333
"18791",2014-09-15,"TBM2014091007",160,"None",NA,"Middle Tampa Bay","MTB",-82.639616,27.737333
"18792",2014-09-16,"TBM2014091206",160,"Grasses: Mixed",1.21359223300971,"Middle Tampa Bay","MTB",-82.496716,27.8251
"18793",2014-09-16,"TBM2014091206",160,"Algae: Mixed",1.21359223300971,"Middle Tampa Bay","MTB",-82.496716,27.8251
"18794",2014-09-16,"TBM2014091206",160,"None",NA,"Middle Tampa Bay","MTB",-82.496716,27.8251
"18795",2014-09-16,"TBM2014091207",20,"Halodule spp.",0.15,"Middle Tampa Bay","MTB",-82.4892,27.815933
"18796",2014-09-16,"TBM2014091207",20,"Caulerpa spp.",0.0642857142857143,"Middle Tampa Bay","MTB",-82.4892,27.815933
"18797",2014-09-05,"TBM2014091401",20,"Grasses: Mixed",0.128571428571429,"Middle Tampa Bay","MTB",-82.59725,27.8119
"18798",2014-09-05,"TBM2014091401",20,"Leaf Litter",0.0142857142857143,"Middle Tampa Bay","MTB",-82.59725,27.8119
"18799",2014-09-05,"TBM2014091402",20,"None",0,"Middle Tampa Bay","MTB",-82.6186,27.8015
"18800",2014-09-05,"TBM2014091403",160,"Mangrove seeds/propogules",0.00728155339805825,"Middle Tampa Bay","MTB",-82.6184,27.800883
"18801",2014-09-05,"TBM2014091404",300,"Sand Dollars",0.283324338909876,"Middle Tampa Bay","MTB",-82.568233,27.806166
"18802",2014-09-05,"TBM2014091404",300,"Sponges",0.141662169454938,"Middle Tampa Bay","MTB",-82.568233,27.806166
"18803",2014-09-05,"TBM2014091404",300,"Sticks and branches",0.047220723151646,"Middle Tampa Bay","MTB",-82.568233,27.806166
"18804",2014-10-06,"TBM2014100503",20,"Leaf Litter",0.0714285714285714,"Middle Tampa Bay","MTB",-82.4531,27.710033
"18805",2014-10-06,"TBM2014100503",20,"Algae: Mixed",0.0571428571428572,"Middle Tampa Bay","MTB",-82.4531,27.710033
"18806",2014-10-06,"TBM2014100503",20,"Mangrove seeds/propogules",0.0142857142857143,"Middle Tampa Bay","MTB",-82.4531,27.710033
"18807",2014-10-06,"TBM2014100504",20,"Ctenophores",2.14285714285714,"Middle Tampa Bay","MTB",-82.479483,27.723966
"18808",2014-10-06,"TBM2014100504",20,"None",NA,"Middle Tampa Bay","MTB",-82.479483,27.723966
"18809",2014-10-06,"TBM2014100505",20,"Algae: Mixed",3.57142857142857,"Middle Tampa Bay","MTB",-82.513,27.696316
"18810",2014-10-02,"TBM2014100701",20,"Grasses: Mixed",0.5,"Middle Tampa Bay","MTB",-82.604333,27.803866
"18811",2014-10-02,"TBM2014100701",20,"None",NA,"Middle Tampa Bay","MTB",-82.604333,27.803866
"18812",2014-10-02,"TBM2014100702",20,"Sand",0.142857142857143,"Middle Tampa Bay","MTB",-82.6169,27.819383
"18813",2014-10-02,"TBM2014100702",20,"Grasses: Mixed",0.142857142857143,"Middle Tampa Bay","MTB",-82.6169,27.819383
"18814",2014-10-02,"TBM2014100702",20,"Mangrove seeds/propogules",0.0714285714285714,"Middle Tampa Bay","MTB",-82.6169,27.819383
"18815",2014-10-02,"TBM2014100703",20,"Mangrove seeds/propogules",0.114285714285714,"Middle Tampa Bay","MTB",-82.622883,27.8545
"18816",2014-10-02,"TBM2014100703",20,"Leaf Litter",0.0285714285714286,"Middle Tampa Bay","MTB",-82.622883,27.8545
"18817",2014-10-13,"TBM2014100809",300,"Mixed Invertebrates",0.0158725119837465,"Middle Tampa Bay","MTB",-82.552966,27.747266
"18818",2014-10-13,"TBM2014100809",300,"Algae: Mixed",0.0119043839878099,"Middle Tampa Bay","MTB",-82.552966,27.747266
"18819",2014-10-13,"TBM2014100809",300,"Sponges",0.0119043839878099,"Middle Tampa Bay","MTB",-82.552966,27.747266
"18820",2014-10-13,"TBM2014100810",300,"Mixed Invertebrates",0.0113613769988923,"Middle Tampa Bay","MTB",-82.5139,27.773966
"18821",2014-10-13,"TBM2014100810",300,"Shell",0.00284034424972307,"Middle Tampa Bay","MTB",-82.5139,27.773966
"18822",2014-10-13,"TBM2014100811",300,"Starfish",0.0299814115248546,"Middle Tampa Bay","MTB",-82.56655,27.77275
"18823",2014-10-13,"TBM2014100811",300,"Squid",0.00374767644060682,"Middle Tampa Bay","MTB",-82.56655,27.77275
"18824",2014-10-13,"TBM2014100811",300,"Grasses: Mixed",0.00374767644060682,"Middle Tampa Bay","MTB",-82.56655,27.77275
"18825",2014-10-09,"TBM2014101201",160,"None",0,"Middle Tampa Bay","MTB",-82.498833,27.681083
"18826",2014-10-09,"TBM2014101201",160,"None",NA,"Middle Tampa Bay","MTB",-82.498833,27.681083
"18827",2014-10-09,"TBM2014101202",160,"None",0,"Middle Tampa Bay","MTB",-82.4833,27.7176
"18828",2014-10-09,"TBM2014101202",160,"None",NA,"Middle Tampa Bay","MTB",-82.4833,27.7176
"18829",2014-10-09,"TBM2014101205",160,"Algae: Mixed",0.58252427184466,"Middle Tampa Bay","MTB",-82.5368,27.674183
"18830",2014-10-09,"TBM2014101205",160,"Grasses: Mixed",0.145631067961165,"Middle Tampa Bay","MTB",-82.5368,27.674183
"18831",2014-10-09,"TBM2014101205",160,"None",NA,"Middle Tampa Bay","MTB",-82.5368,27.674183
"18832",2014-10-14,"TBM2014101301",20,"Grasses: Mixed",0.0714285714285714,"Middle Tampa Bay","MTB",-82.6219,27.705633
"18833",2014-10-14,"TBM2014101302",160,"Grasses: Mixed",0.436893203883495,"Middle Tampa Bay","MTB",-82.635433,27.7205
"18834",2014-10-14,"TBM2014101302",160,"Leaf Litter",0.0485436893203883,"Middle Tampa Bay","MTB",-82.635433,27.7205
"18835",2014-10-14,"TBM2014101302",160,"None",NA,"Middle Tampa Bay","MTB",-82.635433,27.7205
"18836",2014-11-10,"TBM2014110201",160,"Algae: Mixed",0.485436893203883,"Middle Tampa Bay","MTB",-82.490833,27.71655
"18837",2014-11-10,"TBM2014110201",160,"None",NA,"Middle Tampa Bay","MTB",-82.490833,27.71655
"18838",2014-11-10,"TBM2014110202",300,"Sponges",0.101187263896384,"Middle Tampa Bay","MTB",-82.51105,27.716016
"18839",2014-11-10,"TBM2014110202",300,"Algae: Mixed",0.0607123583378305,"Middle Tampa Bay","MTB",-82.51105,27.716016
"18840",2014-11-10,"TBM2014110202",300,"Starfish",0.0404749055585537,"Middle Tampa Bay","MTB",-82.51105,27.716016
"18841",2014-11-10,"TBM2014110206",160,"None",0,"Middle Tampa Bay","MTB",-82.51695,27.682483
"18842",2014-11-21,"TBM2014110502",300,"Ctenophores",0.0527933550763744,"Middle Tampa Bay","MTB",-82.518683,27.790583
"18843",2014-11-21,"TBM2014110502",300,"Starfish",0.0175977850254581,"Middle Tampa Bay","MTB",-82.518683,27.790583
"18844",2014-11-21,"TBM2014110502",300,"Shell",0.0175977850254581,"Middle Tampa Bay","MTB",-82.518683,27.790583
"18845",2014-11-21,"TBM2014110503",300,"Starfish",0.0642458818389741,"Middle Tampa Bay","MTB",-82.514966,27.808816
"18846",2014-11-21,"TBM2014110503",300,"Sponges",0.0513967054711793,"Middle Tampa Bay","MTB",-82.514966,27.808816
"18847",2014-11-21,"TBM2014110503",300,"Gastropods",0.0128491763677948,"Middle Tampa Bay","MTB",-82.514966,27.808816
"18848",2014-11-05,"TBM2014110705",300,"Corals: Gorgonian",0.0142017212486153,"Middle Tampa Bay","MTB",-82.575566,27.818233
"18849",2014-11-05,"TBM2014110705",300,"None",NA,"Middle Tampa Bay","MTB",-82.575566,27.818233
"18850",2014-11-05,"TBM2014110706",300,"Starfish",0.0674581759309228,"Middle Tampa Bay","MTB",-82.595833,27.77085
"18851",2014-11-05,"TBM2014110707",20,"Grasses: Mixed",42.8571428571429,"Middle Tampa Bay","MTB",-82.605666,27.79685
"18852",2014-11-05,"TBM2014110708",20,"None",0,"Middle Tampa Bay","MTB",-82.59,27.822983
"18853",2014-11-05,"TBM2014110709",160,"None",0,"Middle Tampa Bay","MTB",-82.6219,27.854816
"18854",2014-11-05,"TBM2014110709",160,"None",NA,"Middle Tampa Bay","MTB",-82.6219,27.854816
"18855",2014-11-13,"TBM2014111002",160,"None",0,"Middle Tampa Bay","MTB",-82.630016,27.745183
"18856",2014-11-13,"TBM2014111002",160,"None",NA,"Middle Tampa Bay","MTB",-82.630016,27.745183
"18857",2014-11-13,"TBM2014111003",20,"Grasses: Mixed",0.142857142857143,"Middle Tampa Bay","MTB",-82.638366,27.740933
"18858",2014-11-13,"TBM2014111003",20,"None",NA,"Middle Tampa Bay","MTB",-82.638366,27.740933
"18859",2014-11-20,"TBM2014111401",20,"None",0,"Middle Tampa Bay","MTB",-82.469016,27.7396
